text_akhir,polarity,label_ml
bagus mudah transaksi maaf kasih bintang akun logout nomer hp pakai blu hilang login blu butuh kode verifikasi nomer hp sekrg akun blu login uang dalam ambil terimakasih,negative,negative
ribet daftar aplikasi kompak device surat terang domisili samasama domisili ktp,negative,negative
sebenernya suka banyak loading tampil animasi beban performa cepat transaksi saran rang loading animasi,negative,negative
kalah simple bank hati hati takut risiko video call hambat pakai sistem otentifikasi sorot wajah kotak kedip mata angguk kepala geleng kepala ucap huruf selesai tarik freelance blu sulit pakai pandu buka rekeningada baik sempurna bintang ribet kenal wajah uninstall,negative,negative
selesai daftar cepat lancar tinggal video call konek menit langsung nyambung layan cepat mudahsimpel deh terima kasih blu bca,positive,positive
suka banget segi tampil fitur cepat akses mudah akses fiturnya gampang pakai dipake mana poko mantap deh,positive,positive
ukur apps gede banget yaaa huhu gagal update ruang gatau mesti hapus hapus user setia blu suka banget praktis teknologi,negative,negative
app bagus bantu umur mudah transaksi repot bank atm fiturnya milik respon kendala gampang guna kemarin isi ulang token listrik mudah cepat kendala apa toppp banget,positive,positive
suka gratis boaya transfer batas stlhnya capai hari transaksi recommended erti butuh,positive,positive
nasabah bca pakai blu ngelola uang rapi buka rekening blu gampang proses aktivasinya antri suka fiturnya narik uang mesin atm pakai kartu buka tabung blusaving pospos bulan aman,positive,positive
nasabah bca ken rekening bca bca tetkenal bank besar indonesia kantor cabang batas wilayah pakis malang blu digital bca like banget krna bank digital keren bank lai buka rekening cepat csnya ramah apk bgus animasi mascot sumpah keren banget harap blu bank digital baik layan super cepat ram percaya,positive,positive
senang kembang blu pasti tunggu tingkat blu,positive,positive
tampilanya sederhana keren si betah bank digital simple seabank moga update depa blu sederhana ui,neutral,positive
biaya admin free lelet bayar transfer qr,positive,positive
bagus bantu masyarakat tabung simpel mudah pospos tabung aplikasiini cari,positive,positive
aplikasi perban buruk instal suruh antri nomor sudha nyampe antri bilang coba coba ber ulang ulang pagi sore urus kelar kelar bikin bad mood aplikasi milik bca tahu bca profesional aplikasi jengkel,negative,negative
mah percaya sihh bca saran kak kayak mudah pas transfertransfer sesuai post bikin post khusus transport kirim post transport post utama post utama sistem ribet tolong realisasi kakkk mudah nihhh makasiiii,neutral,neutral
pakaisekali setor tunai uang delay beda kendala setor masuk tarik tunaidi blu kendala apa pakai blu aplikasi enak pakai kaum milenialisuntuk depa blu banyakin event event,negative,negative
heran pas lihat rating aplikasi download maaf kasih bintang niat ken cepat rekening bca ujung kecewa dateng bikin rekening kantor cabang males ngantrinya orang antri vaksin registrasi aktifasi pas gilir top eh rekening temu ngenezzz please baik sistem adain layan nasabah kartu debit kirim langsung rumah cabang terima kasih bca,positive,positive
coba rekomen platform laen coba eh berat apknya lelet susah verifikasi wajah pas tolong baik,positive,positive
oke bank digital tbk aman ragu coba lupa password kode otp scan wajah mantap blu bca digital,neutral,neutral
bagus baru tolong kasih pilih akses transfer finger print face recognation bikin ribet pas transfer siang pas malam cahaya susah transfer jadikana pilih face recognation atur aplikasi nyaman,negative,negative
masuk kode referal temantolong jelas donk aplikasi inikalo bayar ush pakai event nyaingin neo bukti bayardan vertifikasi email kode referal valid ajak teman,negative,negative
aplikasi berat smooth bayar cc bca promo tarik aplikasi aplikasi kadang error bagus bca mobile,negative,negative
ketemu blu bca ketemu partner hidup ngerasa cocok deh aplikasi milenial banget user friendly fiturnya sesuai butuh solusi jenis rekening pokok blu terima kasih bca blu,neutral,neutral
aplikasi bagus akses daftar mudah cepat fitur aplikasi gampang,negative,negative
kali saldo rekening bagi perlu tabung beda rekening manfaat terima kasih blu moga depan,positive,positive
yaampunnnnnnn suka banget aplikasinyaaaaaa mudah pakai pasti praktis bangetttt gaperlu ribet antri mesin atm masa pandemi kaya gin buka aplikasi langsung top transfer sepuasnyaaa,positive,positive
fiturnya keren bangettt definisi bank digital minus apk loading lamaaaa moga ditingkatin cepat performa,positive,positive
bantu akun blokir kali salah masuk pasword topup gopay masa ngulang slalu gagal kenal wajah miring kiri kemarin sibuk nelfoni riset pswrd ngulang tolong bantu admin susah kali kenal wajah rumit kenal wajah susah,negative,negative
aplikasi bagus pusat bantu sedia layan lapor tipu balas kirim pesan email akun instagram resmi blu tanggap mohon layan baik fast respon mohon keluh dengar blu terima kasih,positive,negative
aplikasi guna tampil simple mudah transaksi saran kembang fiturnya lengkap,positive,positive
alam banking senang tolong baik tari tunai sulit transaksi gagal tambah kartu debit susah,positive,positive
blu layan optimaltanpa ribet modern aplikasi mudah cepat sia pakai blu,negative,negative
halo ssh kode otp terima buka bca blu pulsa sedia jaring stabil aktf kartu kode otp kunjung terima tolong baik kasi bintang kecewa,positive,negative
aplikasi nabung deposito nabung barengbareng praktis mudah rumah langsung rekening blu,positive,positive
daftar surat camat domisili ktp video call jawab kakak sistem daftar sama temanteman surat mana temanteman domisili masingmasing aneh,negative,negative
aplikasi bugpas pilih menu tanggal lahir tanggalbulan discroll gerak pilih angka,negative,negative
tingkat verifikasi email sesuaibuat suruh verifikasi lelet jaring data wifi dipake balas jaring,neutral,positive
suruh update pas udh update gagal masuk pin salah udh verifikasi ulang masuk ulang ktp detek wajah eeh wajah kenal udh bbrpa kali coba tetep,negative,negative
loginmuncul oops koneksi internet sinyal cepat wifi data bagus,negative,negative
aplikasi transaksi sila coba melulu payah bullshiy dr atur otomatis hp,negative,negative
sebenernya bagus siih aplikasi awam udh kasih transfer bank tetep rekening aduh satuin dh biar orang awam bingung,negative,negative
rilis blu debit card fisik tombol request kartu kak blu virtual cardnya tolong update gitu biar request kartu fisik blu,positive,negative
blokir verifikasi wajah gagal tawar verifikasi wajah komplain call center jawab coba solusi uninstal,negative,negative
buruk blu buruk aplikasi bcanya blu buruk nama bca bagus buruk dana hilang top blu saldo masuk hubung kali kali jelas hubung cs hubung blu oper halo bca oper halo bca play store gratis hubung dana hilang main oper kecewa,negative,negative
kirim kode verifikasi kadang suka verifikasi kirim ngajuin verifikasi ulang nyampe ketiban salah melulu verifikasi,negative,negative
capek banget login hapus data aplkalo gitu stuck logo udh tunggu gataunya otp error bantu gmail bicara jaring jaring saha kuat tetep stuck tampil pas klik apl bca,negative,negative
aplikasi blu bantu transaksi finansial non finansial handphone fiturfiturnya bantu tabung terima kasih aplikasi blu motivasi saga tabung goalsgoals,positive,positive
jam serba digital blu bca hadir tantang keren mudah buka rekening antri bank pakai blu mudah gabung coba pakai kode referral mochifecg biar reward mochifecg,negative,positive
udh tinggal vc oembukaan rekening susah ampun internet stabil ttep jenius common bank gampang kali kali nyoba buka rekening telepon langsung sistem mash normal aplikasi aplikasi ko payah gin,negative,negative
cocok umkm bank digital integrasi bank swasta layan baik mesin atm setor tunai baik indonesia serba digital transfer bca blu real free blu savingbca transactionmake perfect satu bank indonesia kolaborasi sempurna,positive,positive
hp kemarin hangus gara lupa isi pulsa otomatis dpet otp situ opsi tawar udh deh anggep hilang akun,negative,negative
puas banget aplikasi iniii mempermudahh praktis guna transaksi ribettt,positive,positive
download blu pas daftar sesi videocall cs beneran aplikasi resmi bca moga fiturnya simple mudah aman bagus,positive,positive
pakai aplikasi beta rilis pakai nabung nabung seru karen fitur blugether ajak teman nabung bareng deposito jt ajaa bunga guna blibli potong bayar pakai blu diskon deh bayar pakai blu diskon tarik tunai atm bca,positive,positive
salah wakil anak milenial bantu aplikasi mslahnya megangin hp melulu orang gantung sm hp bantu aplikasi gin mudah tingkat depan yuk yuk,negative,negative
aplikasi sempurna blu bagus depan harap blu banyak merchant blu blu lengkap,negative,negative
bca digital kaya gin aplikasi yng bantu mudah traksaksi serba digital navigasi,negative,negative
simple login password tampil simple transaksi setormaupun tarik tunai sat set sat sett tolong ain buat kartu fisik hehehe neng videocall buat ribet nomor butuh transaksi nama ektp nama kandung email sebutkansimpletadinya males vc bnyak tny,positive,positive
tolong baik aplikasi berat lelet pakai hape dg ram gbtetep lelet ram bawah kasihan buka,neutral,neutral
aplikasi keren banget akses mana layan akses handphone mudah daftar gampang banget,positive,positive
aplikasi bagus mudah pakai manula pakai pilih warna terang mata sakit mohon timbang,negative,negative
fitur lumayan lengkap buka aplikasi pakai kunci aman tolong opsi kunci aman pakai sidik jari hilang wajib pakai hak orang maksa pakai sidik jari lebih mantap,negative,negative
transaksi cepat mudah minus cetak print bluetooth tambahin free transfer bank,positive,positive
aplikasi inovatif buka rekening repot antri pergi bank buka rekening simpan uang blanja uang gaji uang sekolah mudah banget uang kecampurl setor minimal buka rekening tuh bebas biaya adminnya nau transfer gratismau top gratis,negative,negative
blu bca digital bank digital baik kartu buku mudah transaksi menu simple mudah erti free biaya admin nabunginvestasi lbh mudah im love blu,positive,positive
daftar karena gagal verivikasi wajah wajah cahaya sayang aplikasi wajah buram x coba serah uninstall,negative,negative
segi user interface aplikasi bagus tampil milenial saran fitur tambah aplikasi salah satu fitur kartu debit kartu debit fisik kartu debit online dukung transaksi milenial guna aplikasi inti blu semangat kembang inovasi baru transaksi perban generasi milenial,negative,negative
minggu pakai blu enak pakenya reward aplikasi mudah enteng kecewa isi ulang cek saldo flazz pikir akun bca mobile nyangkut pindah blu,negative,negative
x login tampil halaman register pas dana malam susah buka aplikasi repot bagus update bintang,negative,negative
blu aplikasi ribet drama verifikasih wajah sesuai arah gagal verifikasi unisttall baek pakai apk belah praktis drama,negative,negative
kasih  blu ok proses video call verifikasi buka rekening buruk calon nasabah malas enggan lanjut,negative,positive
tambah fitur setor atm bca biar mudah tabung edit tunggu skrng setor tunai tabung mudah tambah fitur top flazz biar mantap,positive,positive
suka kompartemen saving budgeting sisa budget ux oke thank,positive,positive
kecewa setor tunai hasil saldo nambah komplain proses sngat pdhal sngt butuh uang tunggu proses sngat kali telfon tanggap tunggu pdhal urgent kendala blu sngat kecewa enak gampang kendala proses,positive,positive
hai haha maaf make blu digital aman ajaa maintenance jam malam bikin bingung x sengaja pakai kode setor tunai kena block limit pemberitahuan mesin atm aplikasi pemberitahuan gagal baru kode pas coba setor tunai limit terimakasih,negative,negative
halo kak akun aktivasi trus trus kak masuk masuk password langsung menu akun proses aktivasi daftar wawancara hubung blu email perubahanmohon bantu,positive,negative
banget bilang salah pin password verifikasi data makan verifikasi app buka ulang erorr,negative,negative
aplikasi mudah simple aplikasi praktis yahut kerja nyaa moga depan kembang fitur fitur keren,positive,positive
hallo adminkenapa upgrade baharu aplikasi blu bca kendala teknis,neutral,neutral
